Date|Book|Security|Delta|TdyPnL|BODPnL|TdingPnL|DivPnL|LastPx|PrevCLS|Position|BODPos|Bought|BuyPx|Sold|SellPx|Multiplier|SecType|Curncy|YTDPnL|MTDPnL|WTDPnL
20190417|FTRUS|STKL US|62471.43|-1160.46|-1160.46|0|0|3.23|3.29|19341|19341|0|0|0|0|1|EQUITY|USD|-20048.795|-20048.795|-20048.795
20190417|FTRUS|SWAV US|106026.25|-245.350000000001|-245.350000000001|0|0|30.25|30.32|3505|3505|0|0|0|0|1|EQUITY|USD|-9780.98500000002|-9780.98500000002|-9780.98500000002
20190417|FTRUS|TCRR US|56677.38|-1324.68000000001|-1324.68000000001|0|0|17.97|18.39|3154|3154|0|0|0|0|1|EQUITY|USD|-7018.74000000004|-7018.74000000004|-7018.74000000004
20190417|FTRUS|TESS US|42979.7016|403.6516|403.6516|0|0|19.6344|19.45|2189|2189|0|0|0|0|1|EQUITY|USD|10323.2604|10323.2604|10323.2604
20190417|FTRUS|TEUM US|100106.4888|3750.80880000001|3750.80880000001|0|0|3.9687|3.82|25224|25224|0|0|0|0|1|EQUITY|USD|20358.5160000001|20358.5160000001|20358.5160000001
20190417|FTRUS|TPNL US|72715.28|6175.57999999999|6175.57999999999|0|0|8.36|7.65|8698|8698|0|0|0|0|1|EQUITY|USD|55560.1699999999|55560.1699999999|55560.1699999999
20190417|FTRUS|TRCB US|0|0|0|0|0|15.355|15.29|0|0|0|0|0|0|1|EQUITY|USD|128.9888|128.9888|128.9888
20190417|FTRUS|TRNS US|35862.75|519.749999999997|519.749999999997|0|0|24.15|23.8|1485|1485|0|0|0|0|1|EQUITY|USD|6719.89499999997|6719.89499999997|6719.89499999997
20190417|FTRUS|TRVN US|0|0|-0|0|0|1.52|1.53|0|0|0|0|0|0|1|EQUITY|USD|-1557.711|-1557.711|-1557.711
20190417|FTRUS|ULBI US|43645.8636|202.393599999999|202.393599999999|0|0|11.0412|10.99|3953|3953|0|0|0|0|1|EQUITY|USD|4773.42599999999|4773.42599999999|4773.42599999999
20190417|FTRUS|UROV US|37125|-2250|-2250|0|0|8.25|8.75|4500|4500|0|0|0|0|1|EQUITY|USD|-31022.15|-31022.15|-31022.15
20190417|FTRUS|USWS US|51480|-1372.8|-1372.8|0|0|7.5|7.7|6864|6864|0|0|0|0|1|EQUITY|USD|-16972.91|-16972.91|-16972.91
20190417|FTRUS|VBIV US|37088.64|-451.199999999998|-451.199999999998|0|0|2.055|2.08|18048|18048|0|0|0|0|1|EQUITY|USD|-2061.99239999998|-2061.99239999998|-2061.99239999998
20190417|FTRUS|VGT UP|0|0|0|0|0|210.03|209.26|0|0|0|0|0|0|1|EQUITY|USD|-3279.99999999997|-3279.99999999997|-3279.99999999997
20190417|FTRUS|VGT US|-839940|-2900.00000000009|-2900.00000000009|0|-0|209.985|209.26|-4000|-4000|0|0|0|0|1|EQUITY|USD|-39440.0000000007|-39440.0000000007|-39440.0000000007
20190417|FTRUS|VNCE US|0|0|0|0|0|12.57|12.24|0|0|0|0|0|0|1|EQUITY|USD|-1001.45|-1001.45|-1001.45
20190417|FTRUS|VRRM US|116697.38|-341.719999999993|-341.719999999993|0|0|13.66|13.7|8543|8543|0|0|0|0|1|EQUITY|USD|7285.35000000008|7285.35000000008|7285.35000000008
20190417|FTRUS|VSI US|31402.68|705.149999999997|705.149999999997|0|0|6.68|6.53|4701|4701|0|0|0|0|1|EQUITY|USD|3779.35499999997|3779.35499999997|3779.35499999997
20190417|FTRUS|WRTC US|46745.4|1198.6|1198.6|0|0|7.8|7.6|5993|5993|0|0|0|0|1|EQUITY|USD|12317.53|12317.53|12317.53
20190417|FTRUS|WTRH US|105652.58|1782.77|1782.77|0|0|11.26|11.07|9383|9383|0|0|0|0|1|EQUITY|USD|9069.98999999997|9069.98999999997|9069.98999999997
20190417|FTRUS|XBI US|-676960|34959.9999999999|34959.9999999999|0|-0|84.62|88.99|-8000|-8000|0|0|0|0|1|EQUITY|USD|324271.189999999|324271.189999999|324271.189999999
20190417|FTRUS|XBIT US|53790.58|-1377.64|-1377.64|0|0|8.59|8.81|6262|6262|0|0|0|0|1|EQUITY|USD|-24898.1346|-24898.1346|-24898.1346
20190417|FTRUS|XES UP|0|0|-0|0|0|12.2|12.23|0|0|0|0|0|0|1|EQUITY|USD|-19638.0000000001|-19638.0000000001|-19638.0000000001
20190417|FTRUS|XES US|-528260|1299.00000000005|1299.00000000005|0|-0|12.2|12.23|-43300|-43300|0|0|0|0|1|EQUITY|USD|2657.05000000049|2657.05000000049|2657.05000000049
20190417|FTRUS|XONE US|0|0|0|0|0|8.74|8.69|0|0|0|0|0|0|1|EQUITY|USD|-1551.40779999997|-1551.40779999997|-1551.40779999997
20190417|FTRUS|XOP US|-323050|-349.999999999966|-349.999999999966|0|-0|32.305|32.27|-10000|-10000|0|0|0|0|1|EQUITY|USD|-7512.69999999966|-7512.69999999966|-7512.69999999966
20190417|FTRUS|YGYI US|37146.77|-1765.66|-1765.66|0|0|5.47|5.73|6791|6791|0|0|0|0|1|EQUITY|USD|-19066.5850000001|-19066.5850000001|-19066.5850000001
20190417|FTRUS|ZUO US|240459.24|615.300000000009|615.300000000009|0|0|19.54|19.49|12306|12306|0|0|0|0|1|EQUITY|USD|-1879.78339999984|-1879.78339999984|-1879.78339999984
20190417|FTRUS|ZVO US|31565.44|-1226.36|-1226.36|0|0|5.92|6.15|5332|5332|0|0|0|0|1|EQUITY|USD|-13543.28|-13543.28|-13543.28
20190417|FTRUS|ESM9|-1161700|2900|2900|0|0|2904.25|2911.5|-8|-8|0|0|0|0|50|INDEX|USD|21987.5|21987.5|21987.5
20190417|FTRUS|RTYM9|-2117340|24839.9999999998|24839.9999999998|0|0|1568.4|1586.8|-27|-27|0|0|0|0|50|INDEX|USD|195139.999999999|195139.999999999|195139.999999999
20190417|FTRUS|GSRPEMUL|-493986.24|5990.05560000001|-0|5990.05560000001|0|1327.92|1343.57|-372|0|0|0|372|1344.0223|1|EQUITY||59900.5560000001|59900.5560000001|59900.5560000001
20190417|FTRUS|GSRPEMUS|497352.52|-4652.33580000005|-0|-4652.33580000005|0|1164.76|1171.09|427|0|427|1175.6554|0|0|1|EQUITY||-46523.3580000005|-46523.3580000005|-46523.3580000005
20190417|MSUSC|ATUS US|116625|-1025.00000000001|-1025.00000000001|0|0|23.325|23.53|5000|5000|0|0|0|0|1|EQUITY|USD|-3251.72000000015|-3251.72000000015|-3251.72000000015
20190417|MSUSC|DOCU US|0|0|-0|0|0|53.5|55.21|0|0|0|0|0|0|1|EQUITY|USD|4287.51999811998|4287.51999811998|4287.51999811998
20190417|MSUSC|ELS UN|0|0|-0|0|0|112.15|112.31|0|0|0|0|0|0|1|EQUITY|USD|-1811.55000000002|-1811.55000000002|-1811.55000000002
20190417|MSUSC|ELS US|312562.05|-445.919999999991|-445.919999999991|0|0|112.15|112.31|2787|2787|0|0|0|0|1|EQUITY|USD|-17794.9949999999|-17794.9949999999|-17794.9949999999
20190417|MSUSC|ERIE US|0|0|-0|0|0|178.85|180.4|0|0|0|0|0|0|1|EQUITY|USD|3554.42000000003|3554.42000000003|3554.42000000003
20190417|MSUSC|ERIE UW|0|0|-0|0|0|178.85|180.4|0|0|0|0|0|0|1|EQUITY|USD|-5353.50000000003|-5353.50000000003|-5353.50000000003
20190417|MSUSC|EXAS UR|0|0|-0|0|0|91.5|95.21|0|0|0|0|0|0|1|EQUITY|USD|631.39000028404|631.39000028404|631.39000028404
20190417|MSUSC|FDS UN|0|0|-0|0|0|258.72|263.52|0|0|0|0|0|0|1|EQUITY|USD|1312.37999999999|1312.37999999999|1312.37999999999
20190417|MSUSC|FDS US|107110.08|-1987.19999999998|-1987.19999999998|0|0|258.72|263.52|414|414|0|0|0|0|1|EQUITY|USD|-17319.6899999998|-17319.6899999998|-17319.6899999998
20190417|MSUSC|HEI UN|0|0|-0|0|0|98.88|100.22|0|0|0|0|0|0|1|EQUITY|USD|-613.800000000021|-613.800000000021|-613.800000000021
20190417|MSUSC|HEI US|137839.95|-1966.95|-1966.95|0|0|98.81|100.22|1395|1395|0|0|0|0|1|EQUITY|USD|-17320.041|-17320.041|-17320.041
20190417|MSUSC|HEI/A.UN|0|0|-0|0|0|84.73|85.75|0|0|0|0|0|0|1|EQUITY|USD|-2016.96|-2016.96|-2016.96
20190417|MSUSC|HEI/A.US|64764.28|-748.720000000003|-748.720000000003|0|0|84.77|85.75|764|764|0|0|0|0|1|EQUITY|USD|-6990.06520000004|-6990.06520000004|-6990.06520000004
20190417|MSUSC|IGV US|0|0|-0|0|0|211.76|213.76|0|0|0|0|0|0|1|EQUITY|USD|379202.24|379202.24|379202.24
20190417|MSUSC|IONS US|0|0|-0|0|0|71.02|83.28|0|0|0|0|0|0|1|EQUITY|USD|-3439.14000000001|-3439.14000000001|-3439.14000000001
20190417|MSUSC|IONS UW|0|0|-0|0|0|71.02|83.28|0|0|0|0|0|0|1|EQUITY|USD|5012.70000000002|5012.70000000002|5012.70000000002
20190417|MSUSC|IWO UP|0|0|-0|0|0|197.63|201.09|0|0|0|0|0|0|1|EQUITY|USD|1989700|1989700|1989700
20190417|MSUSC|MDB US|0|0|-0|0|0|132.35|138.14|0|0|0|0|0|0|1|EQUITY|USD|-4880.62399983999|-4880.62399983999|-4880.62399983999
20190417|MSUSC|MTUM US|-1002510|8729.99999999999|8729.99999999999|0|-0|111.39|112.36|-9000|-9000|0|0|0|0|1|EQUITY|USD|90895.8799990001|90895.8799990001|90895.8799990001
20190417|MSUSC|OKTA US|0|0|-0|0|0|92.145|94.22|0|0|0|0|0|0|1|EQUITY|USD|2925.304701419|2925.304701419|2925.304701419
20190417|MSUSC|PAYC UN|0|0|-0|0|0|187.24|188.89|0|0|0|0|0|0|1|EQUITY|USD|-12032.54000055|-12032.54000055|-12032.54000055
20190417|MSUSC|PDP US|-87143.826|687.654000000005|687.654000000005|0|-0|57.407|57.86|-1518|-1518|0|0|0|0|1|EQUITY|USD|5902.97720000003|5902.97720000003|5902.97720000003
20190417|MSUSC|PKI UN|0|0|-0|0|0|93.26|96.98|0|0|0|0|0|0|1|EQUITY|USD|6619.34000000003|6619.34000000003|6619.34000000003
20190417|MSUSC|PKI US|0|0|-0|0|0|93.22|96.98|0|0|0|0|0|0|1|EQUITY|USD|4008.13999999992|4008.13999999992|4008.13999999992
20190417|MSUSC|SNAP UN|0|0|-0|0|0|11.575|11.69|0|0|0|0|0|0|1|EQUITY|USD|1813.09499598601|1813.09499598601|1813.09499598601
20190417|MSUSC|STE UN|0|0|-0|0|0|120.22|125.2|0|0|0|0|0|0|1|EQUITY|USD|-2726.16|-2726.16|-2726.16
20190417|MSUSC|STE US|110773.275|-4535.925|-4535.925|0|0|120.275|125.2|921|921|0|0|0|0|1|EQUITY|USD|-44355.36|-44355.36|-44355.36
20190417|MSUSC|SUI UN|0|0|0|0|0|116.76|116.56|0|0|0|0|0|0|1|EQUITY|USD|-4290.95999999999|-4290.95999999999|-4290.95999999999
20190417|MSUSC|SUI US|329712.285|663.404999999998|663.404999999998|0|0|116.795|116.56|2823|2823|0|0|0|0|1|EQUITY|USD|-6323.52000000001|-6323.52000000001|-6323.52000000001
20190417|MSUSC|TWLO UN|0|0|-0|0|0|123.16|126.56|0|0|0|0|0|0|1|EQUITY|USD|-30309.740001255|-30309.740001255|-30309.740001255
20190417|MSUSC|TWLO US|0|0|-0|0|0|123.17|126.56|0|0|0|0|0|0|1|EQUITY|USD|56.999999999998|56.999999999998|56.999999999998
20190417|MSUSC|UBNT UW|0|0|-0|0|0|166.87|171.07|0|0|0|0|0|0|1|EQUITY|USD|1062.360000009|1062.360000009|1062.360000009
20190417|MSUSC|ULTI UW|0|0|-0|0|0|330.31|330.4|0|0|0|0|0|0|1|EQUITY|USD|-50.770000212961|-50.770000212961|-50.770000212961
20190417|MSUSC|VGT UP|0|0|0|0|0|210.03|209.26|0|0|0|0|0|0|1|EQUITY|USD|-10490.0000000001|-10490.0000000001|-10490.0000000001
20190417|MSUSC|VGT US|0|0|0|0|0|209.985|209.26|0|0|0|0|0|0|1|EQUITY|USD|4608.96999999992|4608.96999999992|4608.96999999992
20190417|MSUSC|VHT UP|0|0|-0|0|0|160.91|166.49|0|0|0|0|0|0|1|EQUITY|USD|-189.999999999969|-189.999999999969|-189.999999999969
20190417|MSUSC|VHT US|0|0|-0|0|0|160.9|166.49|0|0|0|0|0|0|1|EQUITY|USD|-288.999999999987|-288.999999999987|-288.999999999987
20190417|MSUSC|ZBRA US|405660.58|-6314.81000000001|-6314.81000000001|0|0|230.62|234.21|1759|1759|0|0|0|0|1|EQUITY|USD|-44414.7500000001|-44414.7500000001|-44414.7500000001
20190417|MSUSC|ZBRA UW|0|0|-0|0|0|230.64|234.21|0|0|0|0|0|0|1|EQUITY|USD|10888.21|10888.21|10888.21
20190417|MSUSC|ESM9|0|0|-0|0|0|2904.25|2911.5|0|0|0|0|0|0|50|INDEX|USD|-5875|-5875|-5875
20190417|MSUSC|NQM9|0|0|0|0|0|7700|7679.5|0|0|0|0|0|0|20|INDEX|USD|-3519.99999999998|-3519.99999999998|-3519.99999999998
20190417|MSUSC|RTYM9|-392100|4599.99999999997|4599.99999999997|0|0|1568.4|1586.8|-5|-5|0|0|0|0|50|INDEX|USD|44664.9999999996|44664.9999999996|44664.9999999996
20190417|MSEME|ARGT US|19600|112|112|0|0|28|27.84|700|700|0|0|0|0|1|EQUITY|USD|1526|1526|1526
